Name,Year,Duration,Genre,Rating,Votes
Kunwara,2000,134,"Comedy, Drama, Romance",5.1,887
Kunwara Baap,1974,137,"Comedy, Drama",7.2,368
Kunwara Paying Guest,2007,86,Drama,5.7,7
Kurbaan,1991,133,"Action, Drama, Romance",4.2,531
Kurbaan,2009,161,"Action, Crime, Drama",5.7,4842
Kurukshetra,2000,129,"Action, Crime, Drama",6,996
Kuselan,2008,165,"Comedy, Drama, Family",4.7,915
Kushti,2010,121,Comedy,4.3,171
Kutte Ki Dum,2018,143,Comedy,8.9,10
Kya Dilli Kya Lahore,2014,98,"Drama, History, War",7.4,1844
Kya Kehna,2000,155,"Drama, Romance",5.9,1975
Kya Love Story Hai,2007,120,"Comedy, Drama, Romance",3.6,346
Kya Yahi Sach Hai,2011,142,"Crime, Drama, Thriller",6.1,22
Kya Yehi Pyaar Hai,2002,145,"Drama, Romance",3.9,441
Kyaa Kool Hai Hum,2005,172,"Comedy, Mystery",6.1,3296
Kyaa Kool Hain Hum 3,2016,124,Comedy,1.9,4165
Kyaa Super Kool Hain Hum,2012,136,Comedy,4.9,3748
Kyo Kii... Main Jhuth Nahin Bolta,2001,131,"Action, Comedy, Drama",5.4,2023
Kyon Ki...,2005,160,"Drama, Romance",5.6,3775
Kyun! Ho Gaya Na...,2004,165,"Comedy, Drama, Romance",4.2,1724
Laadla,1994,169,"Drama, Family",5.8,1158
Laadli Laila,2011,87,Comedy,5.8,56
Laaga Chunari Mein Daag: Journey of a Woman,2007,122,"Drama, Family, Romance",5.4,2352
Laal Kaptaan,2019,155,"Action, Adventure, Drama",7.3,4115
Laal Rang,2016,147,"Comedy, Crime, Drama",8,4340
Laali Ki Shaadi Mein Laaddoo Deewana,2017,130,"Comedy, Drama, Musical",3.4,130
Laat Saab,1992,126,"Action, Crime, Drama",3.2,23
Laawaris,1981,189,"Drama, Action, Musical",7.1,2230
Laawaris,1999,117,"Action, Crime, Drama",4.4,151
Lab Kush,1966,125,Family,6.4,7
Ladies First,2014,106,Romance,3.6,20
Ladies Tailor,1981,148,Comedy,5.8,27
Ladies Tailor,2006,117,Comedy,3.6,125
Ladies vs. Ricky Bahl,2011,140,"Comedy, Crime, Drama",6,9109
Ladki,1953,161,Comedy,5.9,16
Lafange,1975,137,"Drama, Family",6.2,22
Lafangey Parindey,2010,126,"Action, Drama, Romance",5.2,2027
Lagaan: Once Upon a Time in India,2001,224,"Drama, Musical, Sport",8.1,107234
Lage Raho Munna Bhai,2006,144,"Comedy, Drama, Romance",8,44090
Lagna Pahave Karun,2013,125,Romance,6.5,55
Lagori,2017,48,"Drama, Mystery, Thriller",7.2,13
Lahoo Ke Do Rang,1997,172,"Action, Drama",4.5,611
Lahore,2010,145,"Action, Drama, Sport",6.3,514
Lahore Confidential,2021,68,"Crime, Drama, Thriller",2.8,522
Lahu Ke Do Rang,1979,139,"Action, Drama",6.1,87
Laila,2005,119,"Crime, Thriller",3.4,39
Laila Majnu,1953,132,Romance,8,25
Laila Majnu,2018,140,"Drama, Romance",7.8,2701
Lajja,2001,202,"Action, Crime, Drama",6.7,2534
Lajwanti,1958,120,"Drama, Family",7.3,43
Lajwanti,2014,63,"Drama, Romance",6.9,17
Lakeer - Forbidden Lines,2004,170,"Action, Romance",4.4,932
Lakeer Ka Fakeer,2013,113,Crime,5.4,129
Lakhon Ki Baat,1984,136,"Comedy, Musical, Romance",6.8,126
Lakhon Me Ek,1971,155,"Comedy, Drama",7,69
Lakshmanrekha,1991,133,Drama,4.7,37
Lakshmi,1982,134,Drama,5,10
Lakshmi,2014,115,Drama,7.9,1520
Lakshya,2004,186,"Action, Drama, Romance",7.9,21444
Lal Baadshah,1999,180,"Action, Drama",3.2,588
Lal Bangla,1966,135,Mystery,5.7,14
Lal Kothi,1978,123,Thriller,6.2,16
Lal Patthar,1971,148,Drama,6.5,117
Lal Quila,1960,134,Thriller,6.3,9
Lal Salaam,2002,131,"Musical, Action, Drama",6.7,88
Lala Hardaul,2012,147,History,7.4,8
Lambu Dada,1992,142,"Action, Crime, Drama",4.6,18
Lamhaa: The Untold Story of Kashmir,2010,152,"Action, Drama, Thriller",5,626
Lamhe,1991,187,"Drama, Musical, Romance",7.4,2638
Land of the Gods,2016,92,Drama,7.3,278
Lanka,2011,107,"Action, Crime, Drama",5.8,205
Lashkar,1989,176,"Action, Crime, Drama",5.8,43
Lashtam Pashtam,2018,108,Drama,6,77
Last Chance: The Moment I Finally Embraced the Futility of Existence,2019,74,"Comedy, Drama",8.8,10
Lateef,2013,118,"Action, Crime, Drama",3.4,124
Lateef to laden,2018,92,Comedy,6.6,7
Latt Saheb,1967,160,"Comedy, Drama, Musical",6.5,50
Lav Kush,1997,110,"Adventure, Drama, Fantasy",6,22
Lava Kusa: The Warrior Twins,2010,120,Animation,6.6,32
Lavanya Preeti,1993,90,Drama,5.2,9
Laxmii,2020,141,"Action, Comedy, Horror",2.4,49164
Le Gaya Saddam,2012,113,Comedy,6.2,18
Le Halua Le,2012,125,"Comedy, Drama, Romance",5.3,199
Leader,1964,176,"Comedy, Romance, Thriller",7.3,190
Leatherface,1939,166,"Action, Adventure",6.6,8
Leaving Home: The Life and Music of Indian Ocean,2008,115,"Documentary, Music",8.9,94
Lekar Hum Deewana Dil,2014,140,"Comedy, Romance",4.9,679
Lekin...,1990,171,"Drama, Fantasy, Musical",7.5,331
Lens,2016,109,"Drama, Mystery, Thriller",6.7,1111
Let's Be Friends!,2002,149,"Comedy, Drama, Family",5.1,5207
Let's Bring Our Heroes Home,2004,163,"Action, Drama, Thriller",6.1,1404
Let's Dance,2009,125,"Crime, Drama, Musical",5.7,19
Let's Enjoy,2004,108,Comedy,6.3,116
Let's Talk About 'It',2017,77,"Horror, Mystery",5.7,14
Liar's Dice,2013,104,"Adventure, Drama, Family",6.8,949
Libaas,1988,137,Drama,8.2,37
LIE,2017,145,"Action, Adventure, Thriller",5.9,880
Life Express,2010,125,Drama,4.4,47
Life in a Metro,2007,132,"Comedy, Drama, Romance",7.4,11346
Life Is Beautiful,2014,116,"Comedy, Romance",5.4,45
Life Ki Aisi Ki Taisi,2017,130,Comedy,5.5,16
Life Ki Toh Lag Gayi,2012,155,"Action, Comedy",5.3,255
Life Mein Kabhie Kabhiee,2007,145,"Drama, Thriller",5.8,271
Life Mein Time Nahi Hai Kisi Ko,2019,119,"Comedy, Drama",7.1,23
Life of an Outcast,2018,81,Drama,6.6,36
Life of Pi,2012,127,"Adventure, Drama, Fantasy",7.9,591417
Life's for Living: Aadmi,1939,164,"Drama, Romance",6.4,11
Life's Good,2012,100,"Drama, Family",5.9,7
Lihaaf: The Quilt,2019,85,Drama,7.1,29
Like Stars on Earth,2007,165,"Drama, Family",8.4,175810
Lingaa,2014,174,"Action, Comedy, Drama",5.6,5137
Lion,2016,118,"Biography, Drama",8,220526
Lipstick Under My Burkha,2016,117,"Comedy, Drama",6.8,6373
Listen... Amaya,2013,108,Drama,6.6,588
Little Baby,2019,105,Family,8.6,1417
Little John,2001,126,"Action, Fantasy, Musical",5.1,207
Little Singham: Kaal Ka Badla,2020,69,"Animation, Action",6.1,12
Little Terrors,2014,103,Drama,5.8,102
Loafer,1996,160,"Action, Comedy, Romance",5.1,510
Loafer,1973,138,"Romance, Thriller",6.5,156
LOC: Kargil,2003,255,"Drama, History, War",5.2,2601
Loev,2015,92,"Drama, Romance",5.8,2434
Login,2012,125,"Drama, Thriller",6.1,99
Loha,1987,153,"Action, Drama, Thriller",6,217
Loha,1997,160,Action,5.5,515
Lohardaga,2019,120,Drama,7.8,8
Loins of Punjab Presents,2007,88,"Comedy, Music",7,761
London,2005,149,"Action, Comedy, Drama",4.4,98
London Calling,2009,90,"Action, Drama, Fantasy",3.8,8
London Confidental,2020,77,"Crime, Drama, Thriller",6.4,1653
London Dreams,2009,146,"Drama, Music",5.3,4375
London Paris New York,2012,100,Romance,5.7,3677
Long Dark Road,2014,68,"Crime, Drama, Thriller",7.7,45
Long Live Brij Mohan,2017,105,"Comedy, Crime, Drama",6.8,2573
Loot,2011,110,"Action, Comedy, Crime",3.3,303
Lootcase,2020,132,"Comedy, Crime",7.6,15188
Lootera,2013,136,"Drama, Romance",7.3,14888
Lootere,1993,156,"Action, Romance, Thriller",5.1,267
Lorni - The Flaneur,2019,107,"Crime, Mystery",7,5
Love,1991,152,"Drama, Musical, Romance",5.9,1267
Love 86,1986,145,"Drama, Romance",5.7,87
Love Aaj Kal,2020,142,"Drama, Romance",4.7,6994
Love Aaj Kal,2009,128,"Comedy, Drama, Romance",6.8,15191
Love Alive,2016,90,Thriller,7.4,26
Love and Shukla,2017,107,"Comedy, Drama, Romance",7.4,828
Love at Times Square,2003,120,"Drama, Romance",3.8,205
Love Birds,1997,160,Romance,5.1,126
Love Breakups Zindagi,2011,156,"Comedy, Drama, Romance",5.8,1006
Love Exchange,2015,122,Romance,5.2,47
Love Express,2011,141,"Comedy, Drama",5.3,117
Love Game,2009,107,Romance,6,10
Love Games,2016,114,"Crime, Thriller",4.3,873
Love in India,2009,91,"Documentary, Drama",6.5,246
Love in Japan,2006,136,"Action, Comedy, Crime",3.1,15
Love in Nepal,2004,143,"Drama, Mystery, Romance",3.6,120
Love in Tokyo,1966,164,"Romance, Comedy, Drama",6.8,154
Love Ke Chakkar Mein,2006,126,Comedy,4.2,40
Love Ke Funday,2016,132,Comedy,6.6,13
Love Ke Liye Kuch Bhi Karega,2001,131,"Comedy, Crime, Romance",6,1567
Love Khichdi,2009,130,"Comedy, Drama, Romance",5.7,304
Love Love Love,1989,146,"Drama, Romance",5.5,867
Love Marriage,1959,157,Romance,7.6,60
Love Per Square Foot,2018,133,"Comedy, Romance",7.2,7588
Love Qubool Hai,2020,94,"Drama, Romance",10,5
Love Shagun,2016,120,"Comedy, Romance",4.4,104
Love Sonia,2018,122,Drama,7.4,1570
Love Sorries,2021,101,"Comedy, Drama, Romance",9.3,79
Love Story,1981,161,"Drama, Musical, Romance",6.5,377
Love Story 2050,2008,180,"Action, Adventure, Drama",2.6,2334
Love Trainning,2018,129,Comedy,5.8,12
Love U... Mr. Kalakaar!,2011,152,"Drama, Romance",5.3,426
Love Will Take Over,2018,140,"Comedy, Drama, Music",3,2092
Love You to Death,2012,102,"Comedy, Thriller",5.3,7
Lovefucked,2018,106,"Drama, Romance",6,365
LoveShhuda,2016,133,"Comedy, Romance",4.5,552
"Lovesongs: Yesterday, Today & Tomorrow",2008,91,Drama,5.1,42
"LSD: Love, Sex Aur Dhokha",2010,155,"Comedy, Crime, Drama",7.1,5376
Lucifer,2019,175,"Action, Crime, Drama",7.5,8210
Luck,2009,141,"Action, Adventure, Drama",4.8,2513
Luck by Chance,2009,156,Drama,7.1,9678
Luckhnowi Ishq,2015,127,Drama,7.1,23
Lucknow Central,2017,133,"Action, Crime, Drama",6.2,2690
Lucky Kabootar,2014,117,Comedy,5.1,75
Lucky: No Time for Love,2005,180,"Musical, Drama, Romance",4.7,3457
Ludo,2020,149,"Action, Comedy, Crime",7.6,32403
Luka Chuppi,2019,126,"Comedy, Romance",6.3,8808
Lupt,2018,110,"Horror, Thriller",5.6,2027
Lust Stories,2018,120,"Drama, Romance",6.4,10011
Luv Ka the End,2011,106,"Comedy, Drama",4.8,1434
Luv Shuv Pyar Vyar,2017,180,Romance,4.7,31
Luv Shuv Tey Chicken Khurana,2012,140,Comedy,6.6,3690
Luv U Alia,2015,130,"Family, Romance",5.3,81
Luv U Soniyo,2012,144,"Comedy, Romance",5.5,67
LuvUTurn,2019,124,Romance,6.2,8
M Cream,2014,112,"Adventure, Comedy, Drama",5.6,611
M.... Matric Pass,2014,118,"Drama, Romance",3.9,14
M.A.D: Mad About Dance,2014,125,"Drama, Musical",5.1,110
M.S. Dhoni: The Untold Story,2016,184,"Biography, Drama, Sport",7.9,43713
Ma Beta,1962,138,"Comedy, Crime, Drama",5,14
Maa,1992,145,"Drama, Fantasy",5.9,103
Maa,1957,120,"Drama, Romance",7.2,12
Maa,1976,137,"Drama, Family",6.5,88
Maa Aur Mamta,1970,148,Drama,7.5,22
Maa Baap,1960,130,"Family, Romance",6.6,14
Maa Beti,1986,151,Drama,5.1,19
Maa Kasam,1985,137,Action,4.4,28
Maa Kasam,1999,132,Action,4.6,23
Maa Tujhhe Salaam,2002,162,"Action, Drama",3.5,1145
Maachis,1996,160,"Action, Crime, Drama",7.8,2079
Maain Bhi Ladki Hun,1964,152,Drama,7,26
Maal Road Dilli,2018,145,Comedy,5.7,10
Maan Abhiman,1980,113,"Drama, Family",5.4,15
Maan Gaye Mughall-E-Azam,2008,137,"Comedy, Crime, Drama",3.1,491
Maan Maryada,1984,139,Action,3.7,13
Maanthrikam,1995,144,"Action, Comedy, Drama",6.3,224
Maassab (The Teacher),2018,116,Drama,8.6,155
Maati Maangey Khoon,1984,128,"Action, Thriller",5.4,17
Maatr,2017,113,Thriller,4.5,399
Maazii,2013,123,"Crime, Drama, Thriller",5.8,94
Machaan,2021,124,"Drama, Romance",8.6,93
Machhli Jal Ki Rani Hai,2014,120,Horror,2.3,235
Machine,2017,148,"Action, Mystery, Romance",2.7,761
Madaari,2016,133,"Adventure, Drama, Thriller",7.6,13676
Madam Chief Minister,2021,130,Drama,4.6,1383
Madam X,1994,119,"Action, Crime, Drama",3.7,77
Madari,1959,124,"Action, Fantasy",5.3,17
Made in China,2019,128,"Comedy, Drama",6.2,3845
Madholal Keep Walking,2009,121,"Comedy, Drama",6.2,112
Madhosh,1974,133,"Drama, Musical, Romance",6.3,253
Madhoshi,2004,122,"Musical, Mystery, Drama",4.6,395
Madhubaala,2006,133,Thriller,3.2,9
Madhumati,1958,110,"Fantasy, Musical, Mystery",8,1273
Madly,2016,106,"Drama, Romance",5.4,146
Madly Bangali,2009,130,"Drama, Music, Musical",7,287
Madmast Barkhaa,2015,102,"Romance, Thriller",3.6,27
Madras Cafe,2013,130,"Action, Drama, Thriller",7.7,23388
Madurey,2004,145,Action,5.1,1909
Mafia,1996,128,Action,5,60
Magroor,1979,137,Action,6.5,10
Maha Shaktimaan,1985,109,"Action, Adventure, Fantasy",6.4,16
Mahaadev,1989,131,"Action, Drama",5.7,36
Mahaan,1983,181,"Action, Comedy, Drama",6.1,423
Mahabali Hanuman,1981,130,"Adventure, Family, Fantasy",6.9,21
Mahabharat,1965,163,"Action, Adventure, Fantasy",7.3,77
Mahabharat,2013,105,"Animation, Action, Adventure",5.3,497
Mahabharat Aur Barbareek,2013,137,"Drama, Fantasy, War",6.8,19
Mahaguru,1985,92,"Action, Comedy, Crime",4.9,21
Mahal,1949,165,"Drama, Horror, Mystery",7.1,387
Mahal,1970,147,"Crime, Mystery, Romance",6.6,112
Mahananda,1987,130,Romance,7.6,21
Maharaja,1998,164,"Action, Adventure, Comedy",4.1,420
Maharana Pratap: The First Freedom Fighter,2012,145,"Action, War",5,108
Maharathi,2008,114,"Crime, Drama, Mystery",7.1,976
Maha-Sangram,1990,159,"Action, Drama, Romance",5.6,146
Mahayoddha Rama,2016,106,Animation,7.7,35
Mahek,2007,80,Family,8,29
Mahesh Dattani's Hasmukh Saab ki Wasihat,2015,82,Drama,6.3,36
Mahua,1969,137,"Musical, Romance",6.2,12
Mai,2013,105,"Drama, Family",6.7,92
Mai Baap,1957,144,"Comedy, Drama",6.8,14
Maidan-E-Jung,1995,155,"Action, Drama",4.3,530
Main Aisa Hi Hoon,2005,162,"Drama, Family, Musical",4.8,1019
Main Aur Charles,2015,119,"Action, Biography, Crime",6.3,1588
Main Aur Mera Hathi,1981,136,"Action, Drama",6.6,34
Main Aur Mr. Riight,2014,130,"Comedy, Romance",5.2,347
Main Awara Hoon,1983,148,"Drama, Family",5.2,38
Main Azaad Hoon,1989,160,Drama,7.2,699
Main Balwaan,1986,130,Drama,5.8,43
Main Chup Rahungi,1962,147,"Drama, Family",7.4,48
Main Hoon Na,2004,179,"Action, Comedy, Drama",7,33177
Main Hoon Rajinikanth,2015,127,Comedy,7.3,35
Main Khiladi Tu Anari,1994,175,"Action, Comedy",6.5,5725
Main Krishna Hoon,2013,134,"Animation, Family, Musical",5.3,185
Main Mulayam Singh Yadav,2021,120,Biography,4.2,118
Main Prem Ki Diwani Hoon,2003,197,"Comedy, Drama, Musical",4,4401
Main Solah Baras Ki,1998,150,"Musical, Romance",4.5,40
Main Sunder Hoon,1971,147,"Comedy, Drama, Romance",6.5,47
Main Tera Hero,2014,128,"Action, Comedy, Romance",5.1,8139
Main Tere Pyaar Mein Pagal,1999,146,Comedy,4.7,7
Main Tulsi Tere Aangan Ki,1978,151,"Drama, Family",6.7,127
Main Tumhare Bachche ki Maa Banne Waali Hoon,2017,45,Romance,6.8,101
Main Zaroor Aaunga,2019,100,"Horror, Thriller",4.1,47
Main Zinda Hoon,1988,120,Drama,7.8,51
"Main, Meri Patni... Aur Woh!",2005,129,"Comedy, Drama, Romance",7.2,2185
Maine Dil Tujhko Diya,2002,154,"Action, Romance",3.7,1125
Maine Pyaar Kyun Kiya,2005,145,"Comedy, Drama, Romance",5.5,4840
Majaal,1987,180,Drama,5.1,32
Majaz: Ae Gham-e-Dil Kya Karun,2017,178,Biography,5.4,5
Majboor Ladki,1991,127,Thriller,2.8,9
Majhli Didi,1967,136,Drama,7.7,85
Majjma,2021,106,Drama,8.1,24
Major Saab,1998,165,"Action, Drama, Romance",5.3,2083
Majunu,2001,172,"Action, Drama, Romance",5.2,124
Malaal,2019,136,"Action, Drama, Romance",6,850
Malamaal Weekly,2006,137,Comedy,7,6120
Malang,2020,135,"Action, Crime, Drama",6.5,8972
Malik Ek,2010,128,"Biography, Drama, History",6.6,23
Mammo,1994,130,Drama,7.7,406
Mamta,1966,150,"Drama, Romance",6.8,116
Man Ka Meet,1969,150,"Action, Thriller",5.7,21
Man Mandir,1971,142,"Drama, Family",5.2,32
Manasarovar,2004,90,Drama,6.9,80
Manavata,1972,120,"Drama, Romance",7.3,6
Manchala,1999,137,Romance,5.2,5
Manchali,1973,131,"Comedy, Romance, Musical",6.5,129
Mandi,1983,167,"Comedy, Drama",7.5,744
Mangal Pandey,1983,136,"Action, Crime, Drama",5.9,29
Mangal Pandey: The Rising,2005,150,"Biography, Drama, History",6.6,9520
Mangalashtak Once More,2013,122,"Drama, Romance",6.2,105
Mangalsutra,1981,121,"Horror, Thriller",6.5,48
Manikanda,2007,121,"Action, Crime, Drama",3.6,38
Manikarnika: The Queen of Jhansi,2019,148,"Action, Biography, Drama",6.4,10230
Manjhi: The Mountain Man,2015,120,"Adventure, Biography, Drama",8,18207
Manjunath,2014,130,"Biography, Drama",7.2,478
Manmatha Leelai,1976,161,"Comedy, Drama, Romance",6.7,114
Man-Mauji,1962,141,"Comedy, Musical",7.1,39
Manokaamnaa,1980,110,"Drama, Romance",7.1,15
Manorama: Six Feet Under,2007,137,"Crime, Drama, Mystery",7.6,7563
Manoranjan,1974,158,"Comedy, Musical, Romance",6.8,214
Manto,2018,112,"Biography, Drama",7.4,3929
Mantostaan,2017,92,"Drama, History",6,89
Manzil,1960,120,"Drama, Romance",6,65
Manzil,1979,113,"Drama, Romance, Family",6.9,289
Manzilein Aur Bhi Hain,1974,112,Drama,4.2,16
Maqbool,2003,132,"Crime, Drama, Thriller",8.1,10024
Maqsad,1984,166,"Action, Crime",5.9,83
Mard,1985,177,"Action, Drama, Romance",6.2,1604
Mard,1998,135,Action,4.2,31
Mard Ko Dard Nahin Hota,2018,134,"Action, Comedy",7.4,6647
Mardaani,2014,113,"Action, Crime, Drama",7.3,11913
Mardaani 2,2019,103,"Action, Crime, Drama",7.4,8198
Margarita with a Straw,2014,100,Drama,7.2,3565
Marigold,2007,110,"Comedy, Music, Romance",4.8,1890
Marine Drive,1955,132,"Action, Crime, Drama",6.4,16
Marjaavaan,2019,152,"Action, Drama, Romance",3.6,3146
Market,2003,160,"Drama, Musical",3.5,132
Marne Bhi Do Yaaron,2019,130,Comedy,4.9,73
Maroon,2017,94,Thriller,5.1,291
Marshal,2002,109,Action,5.4,17
Marte Dam Tak,1987,155,"Action, Drama",4.9,108
Marudhar Express,2019,106,"Drama, Romance",6.1,554
Mary Kom,2014,122,"Action, Biography, Drama",6.8,10089
Maryada,1971,154,"Family, Romance",7.1,61
Masaan,2015,109,Drama,8.2,24900
Masala Chai,2017,80,Documentary,8.2,27
Masala Republic,2014,135,"Comedy, Thriller",5.2,105
Maseeha,2002,117,"Action, Crime, Drama",4.1,74
Mashaal,1950,136,Drama,6.2,5
Mashaal,1984,162,"Action, Drama, Family",7.3,655
Mashooka,2005,107,"Drama, Musical, Romance",5.3,30
Maska,2020,111,"Comedy, Drama, Romance",5.8,1317
Maska,2009,156,"Action, Comedy, Drama",5.2,284
Masoom,1983,165,Drama,8.4,3771
Masoom,1996,130,"Action, Comedy, Thriller",5.8,95
Massey Sahib,1986,118,Drama,7.2,105
Mast,1999,153,"Comedy, Musical, Romance",5.4,903
Mast Kalandar,1991,143,"Action, Drama, Thriller",5.2,44
Mastana,1970,151,"Drama, Comedy, Family",6.8,51
Master,2001,152,Action,4.8,24
Masterji,1985,178,"Comedy, Drama, Romance",6.5,95
Masti,2004,166,"Comedy, Crime, Mystery",6.2,6068
Masti Express,2011,103,"Adventure, Comedy, Drama",5.1,91
MASTI NAHI SASTI,2017,96,Comedy,3.3,6
Mastizaade,2016,119,Comedy,2.4,2622
Mastram,2013,98,"Biography, Drama",4.8,514
Mati Manas,1985,92,"Documentary, Drama",7.7,42
Matru ki Bijlee ka Mandola,2013,151,"Comedy, Drama",5.6,6035
Matrubhoomi: A Nation Without Women,2003,99,Drama,7.7,2042
Mausam,1975,156,"Musical, Romance",8.1,868
Mausam,2011,161,"Drama, Romance, War",4.7,5258
Mausam Ikrar Ke Do Pal Pyar Ke,2018,130,Drama,2.8,10
Maut,1998,120,Horror,4.3,25
Maut Ke Peeche Maut,2003,95,Horror,4.2,6
Mawaali,1983,150,"Action, Drama",5.4,76
Mawali No.1,2002,115,Action,3.5,8
Maximum,2012,110,"Action, Crime, Drama",4.7,202
Maya,2001,105,Drama,7,278
Maya,1993,130,"Drama, Mystery, Romance",5.4,2081
Maya Bazaar,1958,150,"Adventure, Fantasy",6.5,21
Maya Darpan,1972,107,Drama,6.9,69
Mayurpankh,1954,106,"Adventure, Drama, Musical",5.9,16
Mazaa Mazaa,2005,99,Romance,2.7,58
Mazaaq,1975,103,Comedy,6.7,17
Mazdoor,1934,155,Drama,8.5,6
Mazdoor,1983,170,"Drama, Romance",6.5,99
Mazdoor Zindabaad,1976,124,Drama,5.7,14
Me and Mrs. Khanna,2009,109,"Comedy, Drama, Romance",3.6,2925
Medal,2018,96,Drama,7.9,7
Mee Raqsam,2020,80,Drama,6.7,384
Mee Sindhutai Sapkal,2010,110,"Biography, Drama",6.9,126
Meenakshi,1942,155,Drama,7.2,12
Meendum Kokila,1981,139,"Comedy, Drama, Romance",6.2,115
Meera,1979,155,"Drama, History",6.6,109
Meera Ka Mohan,1992,152,Romance,5.5,14
Meeruthiya Gangsters,2015,129,"Comedy, Crime",7.2,623
Meet Mere Man Ke,1991,150,"Action, Drama",5.3,13
Megalopolis,2018,79,Mystery,6.6,18
Meharbaani,1982,140,Drama,6.1,22
Mehboob Ki Mehndi,1971,151,"Drama, Musical, Romance",6.7,119
Mehbooba,1976,134,"Drama, Romance",6.5,144
Mehbooba,2008,163,"Drama, Romance",3.5,351
Mehndi,1998,153,Drama,3.4,299
Mehndi Lagi Mere Haath,1962,128,"Comedy, Drama, Romance",5.9,23
Mehrban,1967,162,Drama,7.2,47
Mehsampur,2018,99,Drama,6.6,41
Mela,1948,152,"Family, Romance, Drama",7.5,98
Mela,1971,126,"Drama, Family",6.8,44
Mela,2000,172,"Action, Adventure, Comedy",3.8,4247
Melody,1997,148,"Drama, Musical",6.4,123
Mem Sahib,1956,113,"Comedy, Drama, Romance",7.2,36
Mem-Didi,1961,137,"Comedy, Drama",7.4,31
Memories,1964,113,"Drama, Mystery",7.6,97
Memories in March,2010,104,Drama,7.2,442
Memsaab,1971,138,Thriller,6.1,17
Men Not Allowed,2006,115,"Drama, Romance",3.6,38
Mera Damad,1995,127,"Comedy, Drama",4.4,794
Mera Desh Mera Dharam,1973,120,Drama,5.6,11
Mera Dil Tere Liye,1992,155,Romance,4.8,8
Mera Gaon Mera Desh,1971,151,"Action, Drama",7,302
Mera Haque,1986,135,Action,4.7,36
Mera Naam Johar,1968,160,"Comedy, Drama",5.8,11
Mera Naam Joker,1970,224,"Comedy, Drama",8,4684
Mera Naseeb,1989,150,Drama,4.1,7
Mera Pati Sirf Mera Hai,1990,142,"Drama, Family",3.8,37
Mera Rakshak,1978,157,"Action, Crime, Drama",4.6,19
Mera Ramrajya Nai Kranti,2020,162,Drama,8.8,16
Mera Saathi,1985,140,Drama,4.9,14
Mera Saaya,1966,128,"Drama, Musical, Mystery",7.6,864
Mera Shikar,1988,141,Action,3.9,7
Meraa Dost Meraa Dushman,1984,129,Action,5.2,12
Meraa Ghar Mere Bachche,1985,150,"Drama, Family",4.7,20
Mere Aagosh Mein,2000,142,Thriller,5.5,11
Mere Apne,1971,164,Drama,7.4,536
Mere Baad,1988,140,Drama,6.6,30
Mere Baap Pehle Aap,2008,163,"Comedy, Drama, Romance",5.4,2058
Mere Bhaiya,1972,138,"Drama, Family",5.6,13
Mere Brother Ki Dulhan,2011,139,"Comedy, Drama, Family",5.8,8946
Mere Dad Ki Maruti,2013,101,"Comedy, Drama, Romance",6.4,4535
Mere Do Anmol Ratan,1998,161,Drama,5,45
Mere Dost Picture Abhi Baaki Hai,2012,180,Comedy,3.5,191
Mere Haule Dost,2013,112,"Comedy, Drama",6.7,26
Mere Humsafar,1970,153,"Drama, Romance",7,53
Mere Huzoor,1968,165,"Drama, Romance",6.4,59
Mere Jeevan Saathi,1972,142,"Drama, Adventure, Action",6.9,168
Mere Jeevan Saathi,2006,129,"Drama, Music, Romance",3.5,902
Mere Khwabon Mein Jo Aaye,2009,119,"Drama, Fantasy, Musical",5.6,93
Mere Mehboob,1963,164,"Comedy, Drama, Romance",6.9,196
Mere Paas Baap Hai,2018,108,Comedy,6.1,31
Mere Sajana Saath Nibhana,1992,141,"Drama, Musical",6.3,55
Mere Sanam,1965,167,"Musical, Romance",7.3,53
Mere Yaar Ki Shaadi Hai,2002,158,"Comedy, Drama, Romance",5.3,2102
Meri Aawaz Suno,1981,153,"Action, Crime, Drama",6.6,56
Meri Adaalat,1984,131,"Action, Thriller",5.1,22
Meri Bhabhi,1969,148,"Drama, Family",5.1,18
Meri Biwi Ka Jawab Nahin,2004,150,"Action, Comedy, Romance",3.9,683
Meri Biwi Ki Shaadi,1979,117,"Comedy, Drama",6.5,93
Meri Ganga Ki Saugandh,2003,110,Action,5.6,7
Meri Jung,1985,164,"Action, Drama",7.3,1210
Meri Majboorii...,2006,102,"Action, Crime, Drama",3.2,8
Meri Nimmo,2018,90,Drama,7.1,283
Meri Pyaari Bahania Banegi Dulhania,2001,131,Family,5,10
Meri Pyaari Bindu,2017,117,"Comedy, Drama, Romance",6,4495
Meri Zabaan,1989,149,"Action, Crime, Drama",5.7,16
Michael,2011,97,"Drama, Thriller",5.3,149
Mickey Virus,2013,135,"Comedy, Thriller",6,2639
Midnight's Children,2012,146,Drama,6.2,3031
Milan,1967,170,"Drama, Musical, Romance",6.8,160
Milan Talkies,2019,141,"Drama, Romance",5,321
Milap,1972,111,"Drama, Horror, Thriller",6,23
Milenge Milenge,2010,109,"Drama, Romance",4.1,1739
Milestone,2020,98,Drama,6.6,411
Miley - Naa Miley - Hum,2011,114,"Comedy, Drama, Romance",2.5,225
Mili,1975,150,"Drama, Romance, Family",7.5,1272
Milta Hai Chance by Chance,2011,87,Comedy,6.2,9
Mind,1999,160,"Drama, Romance",6.2,5078
